Age,Gender,Time_on_platform,Devices_connected,Subscription_type,Num_active_profiles,Avg_rating
46,Female,2368,4,Basic,5,3
24,Male,1978,2,Standard,5,4
27,Female,4789,2,Standard,1,1
43,Female,6417,3,Standard,2,3
34,Female,4396,3,Premium,1,2
46,Male,7780,5,Standard,1,3
25,Female,538,5,Basic,5,4
55,Female,8545,4,Standard,5,4
44,Female,2497,4,Standard,2,3
58,Female,4396,1,Standard,2,4
30,Male,3641,3,Basic,5,3
68,Male,8500,2,Basic,2,3
27,Male,7407,3,Premium,2,4
66,Male,4396,4,Basic,2,3
44,Female,75,4,Standard,2,4
44,Male,5082,3,Premium,5,4
28,Female,7778,1,Standard,5,2
49,Male,8677,3,Standard,2,3
56,Male,6862,3,Premium,5,2
65,Male,971,2,Standard,1,3
23,Female,4396,3,Standard,3,4
43,Female,2195,3,Premium,1,4
63,Male,4536,1,Standard,3,4
36,Female,1198,5,Basic,5,3
60,Female,4396,3,Standard,1,2
44,Female,4396,3,Basic,3,1
40,Female,828,3,Standard,4,3
31,Female,4768,3,Premium,1,1
44,Male,2835,3,Standard,5,3
42,Female,4396,3,Premium,1,3
27,Female,3783,1,Premium,5,1
44,Male,3453,1,Premium,1,2
44,Male,266,5,Standard,3,4
44,Female,4396,1,Basic,1,2
34,Female,6404,2,Basic,3,4
31,Female,4396,1,Standard,5,1
60,Male,4396,3,Standard,4,2
52,Female,4396,3,Standard,2,4
43,Male,7791,3,Basic,3,3
33,Male,3285,3,Basic,2,1
46,Female,5826,3,Standard,1,2
66,Female,751,3,Premium,4,1
60,Female,4396,3,Standard,1,3
50,Female,2319,3,Basic,4,1
42,Male,8147,5,Premium,4,3
18,Male,6966,4,Standard,1,3
36,Male,6622,1,Standard,4,1
41,Male,183,3,Standard,3,3
63,Female,6900,5,Basic,4,4
57,Male,405,3,Premium,5,4
27,Female,4396,3,Standard,4,1
44,Male,4396,2,Standard,4,3
67,Male,1016,5,Standard,3,2
63,Male,2325,1,Standard,3,3
44,Male,8,2,Standard,2,3
29,Female,4919,4,Standard,2,3
53,Male,7138,3,Premium,1,3
54,Male,4396,4,Premium,1,4
19,Female,3915,3,Standard,2,3
28,Male,1736,3,Standard,2,3
42,Female,7833,5,Standard,2,4
64,Male,2580,5,Standard,4,2
48,Male,4396,1,Basic,5,5
37,Female,8475,3,Standard,4,3
22,Male,4153,1,Standard,3,3
18,Female,4433,3,Premium,5,3
54,Male,3639,1,Standard,5,3
25,Female,7776,4,Basic,4,3
44,Female,4526,1,Basic,2,3
48,Male,8007,3,Premium,5,4
62,Male,6952,3,Standard,4,3
38,Male,5499,1,Standard,2,1
62,Male,6006,3,Standard,5,2
53,Female,7913,3,Standard,5,3
44,Female,4396,3,Standard,2,4
59,Male,6635,4,Premium,2,4
56,Female,4857,3,Standard,4,1
49,Male,4171,5,Standard,2,3
25,Female,4857,3,Basic,2,3
44,Female,5226,3,Standard,1,4
44,Male,4396,2,Basic,3,1
38,Female,672,3,Premium,1,2
44,Female,4396,5,Standard,1,1
40,Male,6128,1,Basic,4,4
44,Male,4396,3,Standard,4,2
62,Male,7890,1,Basic,5,3
36,Female,6754,3,Premium,1,3
51,Male,4396,5,Premium,3,2
44,Male,4396,4,Standard,2,2
27,Male,6926,2,Basic,4,1
21,Male,6611,3,Standard,4,4
26,Female,4396,3,Premium,1,4
44,Male,7173,3,Standard,1,4
45,Female,4396,4,Standard,1,4
51,Male,4396,2,Standard,1,3
44,Male,5457,4,Premium,4,2
44,Male,5725,3,Standard,2,3
65,Female,3069,4,Basic,5,1
59,Female,4396,3,Standard,5,3
32,Male,7495,3,Basic,4,3
51,Male,6281,4,Standard,5,1
22,Female,5148,3,Standard,5,2
24,Female,4396,3,Standard,2,2
32,Female,6978,1,Standard,1,3
56,Male,6154,5,Premium,3,3
22,Female,4000,4,Premium,1,4
44,Female,8648,5,Premium,2,2
66,Male,19,5,Standard,3,1
36,Male,341,3,Premium,5,4
44,Male,6038,2,Standard,4,4
32,Female,4396,5,Premium,3,1
51,Female,4396,5,Standard,4,2
44,Male,7485,3,Basic,4,3
50,Male,8197,5,Standard,1,2
59,Male,5459,1,Standard,4,1
64,Male,4396,3,Premium,1,1
61,Male,4325,5,Premium,2,2
44,Female,4396,3,Basic,3,4
55,Female,7594,4,Standard,3,2
44,Male,4396,5,Basic,4,2
44,Male,6226,3,Standard,5,3
44,Female,1422,3,Basic,4,2
18,Male,4520,3,Basic,2,4
66,Female,2235,5,Standard,4,2
67,Male,4396,1,Standard,4,4
40,Female,4641,4,Standard,1,4
44,Male,4949,1,Standard,5,1
53,Male,4396,5,Standard,5,4
41,Male,3507,3,Standard,1,2
34,Male,6585,3,Premium,1,1
19,Female,8751,3,Basic,5,3
45,Female,5705,1,Standard,1,1
35,Male,4396,3,Standard,3,1
38,Male,6612,3,Premium,5,3
37,Male,6681,3,Premium,3,3
42,Female,7170,3,Standard,5,2
39,Male,4396,3,Standard,4,1
46,Female,4353,2,Premium,3,3
25,Female,5485,3,Basic,1,1
44,Female,5090,4,Basic,1,3
58,Female,4396,5,Standard,2,3
60,Male,3276,2,Premium,4,1
54,Male,2664,3,Premium,3,4
37,Female,6884,3,Standard,5,3
62,Male,3033,2,Standard,3,1
67,Male,5489,4,Standard,3,2
47,Female,4396,3,Premium,4,2
49,Male,3843,3,Standard,5,1
19,Male,1867,2,Standard,5,2
36,Male,4396,3,Basic,4,1
59,Female,2466,1,Standard,1,3
34,Male,4162,1,Standard,1,1
24,Female,5782,2,Premium,2,4
66,Male,6134,3,Premium,1,2
32,Female,4396,5,Standard,1,1
46,Male,1166,3,Standard,4,1
35,Female,4396,3,Standard,5,3
69,Female,7857,2,Premium,3,4
58,Male,4396,3,Basic,1,3
44,Male,3927,5,Standard,4,3
47,Male,6444,3,Standard,5,4
18,Female,2131,2,Basic,5,3
53,Male,839,3,Basic,4,3
54,Male,4439,5,Standard,5,3
20,Female,4396,3,Premium,2,4
44,Female,1352,2,Premium,1,3
39,Female,1787,2,Standard,1,1
51,Female,4396,3,Basic,3,3
41,Male,8423,1,Premium,4,2
26,Male,7045,5,Standard,3,1
41,Female,4396,1,Premium,2,4
44,Female,1400,5,Premium,1,2
44,Male,4396,3,Premium,4,3
44,Female,4396,1,Standard,1,4
44,Male,966,3,Basic,5,2
44,Female,4396,2,Standard,1,3
34,Female,1847,3,Standard,4,1
61,Male,964,4,Standard,3,2
20,Male,5436,4,Standard,4,1
33,Male,4396,3,Standard,2,1
38,Male,6749,5,Standard,3,3
44,Female,7524,4,Standard,4,3
39,Male,3511,5,Standard,2,4
55,Female,2206,3,Basic,5,1
57,Female,140,3,Standard,1,3
40,Female,5359,2,Standard,4,2
51,Female,5995,3,Standard,2,3
40,Female,5145,3,Basic,4,3
21,Female,7791,3,Standard,5,1
45,Female,2984,2,Premium,2,3
52,Female,3793,1,Premium,4,4
42,Male,7375,4,Standard,1,3
27,Female,3468,3,Standard,4,3
64,Male,8607,4,Standard,2,2
57,Male,4760,3,Basic,2,1
53,Female,2863,5,Standard,3,1
65,Female,4539,2,Standard,5,2
47,Male,8085,3,Basic,4,3
56,Male,4396,5,Basic,2,3
35,Female,4396,1,Standard,1,2
65,Female,4396,3,Standard,3,1
59,Male,6979,5,Premium,3,3
29,Female,8376,3,Standard,4,2
44,Male,3697,3,Premium,4,2
55,Male,3890,1,Basic,4,3
47,Female,6102,3,Premium,3,4
47,Male,6622,1,Premium,3,3
40,Male,1604,3,Premium,3,3
44,Female,4746,2,Standard,5,4
66,Male,4396,1,Premium,5,4
40,Female,8475,3,Basic,3,4
25,Male,1734,2,Basic,2,3
33,Male,2331,3,Standard,4,1
36,Female,913,3,Standard,1,1
34,Female,1549,2,Basic,4,3
38,Female,4396,4,Premium,1,4
20,Female,8033,1,Standard,1,3
56,Female,986,5,Standard,4,3
35,Male,5840,3,Standard,3,2
21,Male,4396,3,Standard,4,3
67,Male,1877,3,Premium,5,3
55,Female,3158,2,Premium,1,4
39,Female,6590,2,Basic,5,3
23,Male,3574,3,Basic,4,3
28,Female,6544,3,Standard,2,3
25,Male,4396,3,Premium,2,1
20,Male,4396,2,Basic,2,4
31,Female,2646,3,Standard,1,3
29,Female,8050,2,Basic,4,2
38,Female,5779,4,Standard,3,2
63,Male,4396,3,Standard,2,3
20,Male,1899,1,Premium,4,1
63,Female,3254,3,Basic,4,4
50,Female,3415,3,Basic,2,3
68,Male,6489,5,Standard,3,3
59,Male,3695,3,Standard,3,4
30,Female,4396,4,Premium,4,3
50,Female,7816,2,Premium,3,1
53,Female,4396,3,Standard,1,3
47,Female,6441,3,Basic,1,3
28,Male,4841,3,Standard,2,2
42,Female,8420,4,Premium,2,2
44,Female,4396,3,Standard,3,2
44,Female,7180,5,Standard,2,3
50,Male,4396,4,Standard,3,1
43,Female,2601,5,Basic,3,4
37,Male,4396,3,Standard,5,4
35,Female,3683,3,Standard,2,4
58,Female,6663,3,Standard,1,2
34,Male,4396,5,Premium,1,2
47,Male,4396,5,Premium,4,1
40,Male,8477,1,Premium,4,3
60,Male,4396,2,Standard,2,4
26,Female,4396,2,Standard,5,4
64,Male,8072,3,Standard,2,3
58,Female,7238,4,Premium,5,1
65,Male,4403,3,Standard,1,4
38,Male,2669,3,Premium,1,3
66,Male,4396,3,Basic,4,2
29,Male,5057,3,Standard,3,3
19,Male,234,2,Basic,4,1
61,Female,1532,1,Basic,5,3
33,Female,4396,3,Standard,4,4
32,Female,5958,3,Premium,3,2
40,Male,8461,3,Standard,1,1
44,Female,4678,3,Standard,1,3
31,Female,8349,1,Standard,1,3
51,Male,2507,5,Premium,5,3
22,Female,4565,5,Standard,4,1
20,Female,1488,3,Standard,3,4
44,Male,3587,4,Standard,5,3
36,Male,4396,3,Basic,5,3
56,Male,5335,3,Premium,2,3
44,Male,1850,3,Standard,5,3
62,Female,1297,3,Basic,4,3
52,Male,4396,3,Standard,3,3
62,Female,2744,4,Basic,4,3
50,Male,5146,4,Basic,2,3
35,Female,1989,1,Premium,1,1
61,Male,4396,3,Standard,2,3
31,Female,4396,4,Basic,1,3
69,Female,5268,5,Basic,1,3
51,Female,4396,3,Premium,4,3
69,Male,5749,3,Premium,1,3
49,Male,4396,5,Premium,2,3
38,Female,561,2,Basic,5,3
20,Female,3316,3,Standard,1,1
29,Male,1988,4,Basic,2,2
44,Male,89,5,Standard,3,3
55,Male,7211,1,Standard,4,1
58,Male,4396,3,Standard,5,3
35,Male,4396,1,Standard,2,3
44,Male,4396,3,Basic,4,2
65,Female,7602,1,Premium,4,3
37,Male,6602,3,Standard,5,3
26,Male,8322,3,Basic,2,3
33,Male,4396,2,Standard,5,4
44,Female,7925,3,Standard,5,3
29,Female,4613,5,Standard,1,3
65,Female,4396,3,Premium,5,2
58,Male,1337,4,Standard,1,4
28,Female,7312,5,Basic,3,1
33,Female,3470,3,Premium,2,4
33,Male,3465,1,Standard,5,1
52,Female,6074,4,Standard,1,4
38,Male,4051,4,Standard,3,2
26,Male,2505,3,Premium,5,3
67,Male,4396,5,Standard,5,4
24,Female,5443,3,Basic,2,4
44,Female,4396,2,Premium,5,4
19,Female,8000,5,Standard,4,3
53,Female,6854,4,Standard,1,4
33,Male,4396,2,Standard,3,1
44,Male,8367,3,Standard,4,3
20,Female,5385,1,Basic,5,2
68,Male,4553,3,Standard,5,2
37,Female,1089,3,Premium,1,3
37,Male,2944,5,Basic,4,1
44,Female,7739,2,Standard,3,2
23,Male,4952,2,Premium,3,3
44,Female,2625,4,Basic,5,3
32,Male,5823,3,Premium,1,2
44,Male,189,3,Standard,2,3
53,Female,6227,2,Standard,3,4
55,Male,8108,4,Standard,2,1
44,Female,3940,3,Standard,4,1
23,Female,1444,3,Standard,3,4
57,Female,1260,3,Standard,1,4
46,Female,4946,3,Standard,5,4
44,Female,5002,5,Basic,5,2
50,Male,1718,3,Standard,3,1
69,Female,1583,2,Standard,3,3
35,Female,2941,1,Standard,2,3
31,Male,3251,5,Standard,5,2
44,Female,4396,2,Standard,5,2
27,Female,5310,2,Standard,3,3
66,Male,8033,2,Standard,4,4
58,Male,4385,5,Premium,2,3
57,Male,3977,5,Standard,2,1
54,Female,4898,3,Standard,3,4
54,Male,6816,3,Basic,2,3
32,Female,4671,3,Basic,2,3
62,Female,213,3,Premium,2,2
50,Female,6513,3,Standard,2,3
42,Female,4396,4,Standard,1,3
54,Female,5115,3,Standard,4,3
20,Male,4396,3,Premium,5,3
59,Female,3594,3,Basic,4,3
56,Female,5608,3,Standard,5,2
50,Male,1312,3,Standard,3,3
45,Male,4396,3,Standard,3,4
68,Female,8598,3,Premium,1,2
46,Male,7659,2,Premium,3,3
37,Male,4396,3,Standard,3,2
44,Male,7211,3,Basic,5,3
34,Female,3472,3,Standard,1,2
40,Female,5407,2,Standard,4,2
63,Female,3718,3,Standard,3,3
24,Male,4169,1,Standard,4,4
64,Male,4396,3,Standard,5,4
39,Male,2687,3,Standard,3,4
59,Female,3293,3,Standard,5,4
44,Male,4396,3,Standard,3,3
25,Female,7886,4,Basic,4,3
24,Female,4396,4,Basic,1,3
52,Female,2124,3,Premium,2,4
44,Male,2095,5,Standard,1,4
62,Female,1370,5,Standard,4,3
46,Female,4834,3,Basic,4,3
44,Male,3280,5,Premium,1,3
44,Male,8193,2,Standard,2,4
36,Female,1314,4,Standard,2,2
57,Male,3596,2,Basic,5,1
44,Male,8677,3,Premium,5,3
50,Male,8557,2,Premium,3,4
46,Male,4396,4,Premium,2,1
20,Female,4396,1,Standard,1,1
24,Male,1734,3,Standard,1,3
44,Male,1700,3,Basic,2,1
67,Male,294,5,Basic,5,3
26,Female,4396,1,Premium,1,2
44,Male,7825,3,Premium,4,3
52,Female,7009,3,Standard,5,4
43,Male,4396,2,Standard,3,4
57,Female,517,3,Standard,1,2
32,Male,4396,3,Standard,1,4
50,Female,4396,4,Standard,1,3
50,Male,3228,3,Standard,1,2
36,Female,2240,2,Standard,5,4
67,Female,5640,3,Premium,2,3
23,Male,3838,3,Standard,1,2
52,Female,1975,4,Standard,1,3
65,Male,7720,2,Standard,3,3
38,Male,4396,4,Basic,3,3
32,Female,8371,4,Standard,5,3
56,Female,2089,1,Standard,2,2
46,Female,3935,4,Standard,4,3
55,Female,3781,3,Premium,5,3
52,Male,2366,2,Standard,2,3
59,Male,4396,3,Premium,2,1
44,Female,490,4,Premium,2,2
68,Male,7960,3,Standard,4,3
61,Female,7652,4,Basic,2,3
66,Male,4886,1,Premium,3,3
52,Female,4920,5,Standard,3,2
25,Female,4396,2,Standard,4,3
66,Female,7955,1,Standard,4,2
27,Male,7928,4,Premium,1,3
43,Male,1855,3,Basic,2,4
24,Female,2453,3,Premium,5,1
37,Female,4396,3,Standard,1,2
44,Female,464,5,Basic,1,2
53,Male,1742,1,Premium,4,2
30,Male,4396,1,Standard,1,4
44,Male,4046,3,Standard,3,2
66,Male,6343,3,Premium,4,3
44,Female,432,3,Basic,3,4
69,Male,2394,3,Basic,1,4
44,Male,4396,1,Standard,3,4
55,Male,4396,1,Basic,4,3
20,Male,3394,5,Premium,4,3
52,Female,8348,5,Standard,4,4
67,Female,3879,1,Standard,1,3
68,Male,3149,1,Standard,4,2
55,Male,4070,3,Standard,2,1
53,Male,4640,3,Basic,2,3
57,Female,26,3,Standard,1,3
48,Female,5849,2,Standard,1,3
29,Male,6285,5,Basic,5,2
50,Female,4396,1,Basic,2,1
68,Male,4396,4,Standard,4,2
44,Male,76,3,Premium,1,3
40,Female,4396,4,Basic,1,3
35,Female,4881,4,Standard,2,4
55,Male,6302,3,Premium,3,4
23,Male,4396,3,Standard,3,1
62,Female,453,3,Standard,1,2
51,Female,1097,3,Standard,4,2
44,Female,6388,5,Standard,2,4
57,Female,3329,3,Premium,4,3
60,Female,5206,3,Standard,5,3
18,Male,265,3,Basic,2,1
20,Female,2399,4,Premium,5,3
61,Male,7871,3,Standard,3,3
32,Male,3297,2,Basic,1,3
42,Female,6131,1,Standard,5,2
43,Female,1877,3,Basic,3,4
23,Male,8049,3,Premium,2,4
44,Female,4396,4,Standard,1,4
37,Female,4396,4,Standard,4,2
66,Male,4396,2,Premium,5,2
43,Female,4396,2,Premium,5,3
38,Male,6158,3,Standard,5,4
53,Male,5353,5,Premium,3,3
35,Male,8548,2,Basic,3,3
30,Female,4396,4,Standard,4,3
56,Female,1301,2,Basic,5,2
65,Male,7090,4,Standard,1,4
44,Female,4656,5,Standard,5,2
29,Female,4396,2,Standard,1,2
44,Female,1654,2,Basic,4,3
43,Male,8020,1,Standard,5,4
26,Male,4396,3,Basic,4,3
23,Male,4290,1,Basic,3,2
64,Male,3529,3,Premium,2,3
65,Female,4396,4,Standard,5,1
35,Female,6364,1,Standard,2,4
39,Female,14,4,Standard,4,2
54,Female,4396,3,Standard,3,3
25,Male,8284,4,Standard,5,3
19,Female,4396,2,Premium,4,2
49,Female,7477,5,Standard,3,4
44,Female,4396,3,Standard,3,3
46,Female,8164,4,Standard,3,2
44,Male,8050,1,Premium,4,1
46,Female,4738,3,Basic,5,3
36,Female,7477,5,Standard,3,2
47,Male,362,5,Standard,1,2
26,Male,8596,3,Standard,1,1
24,Female,7534,1,Premium,2,2
62,Female,4015,4,Standard,3,3
58,Female,7579,5,Premium,1,2
63,Male,3685,3,Standard,4,2
38,Female,4990,2,Standard,5,4
26,Female,8479,1,Premium,2,3
19,Female,2930,2,Standard,2,4
44,Male,3841,5,Premium,4,4
44,Male,4396,2,Standard,2,4
49,Male,7401,3,Premium,2,3
41,Male,4396,1,Premium,3,3
18,Male,3067,3,Premium,3,3
20,Male,4396,2,Standard,4,4
44,Male,1833,4,Standard,5,3
29,Male,3375,5,Premium,5,2
44,Male,1715,3,Standard,5,4
67,Male,1313,2,Premium,1,4
64,Female,4148,4,Standard,5,4
57,Female,4396,4,Standard,4,3
23,Male,2498,3,Standard,2,1
44,Male,4396,5,Premium,5,3
26,Female,6456,3,Standard,1,2
30,Female,6205,3,Standard,1,3
44,Female,1414,3,Basic,1,3
56,Female,6020,1,Standard,1,4
57,Male,8555,3,Basic,4,3
44,Female,3460,5,Standard,1,1
38,Male,3436,3,Standard,4,2
44,Male,4396,3,Premium,1,3
18,Male,4396,5,Basic,5,4
54,Female,4396,4,Basic,2,2
23,Male,2927,4,Standard,5,3
43,Female,5649,3,Premium,5,2
61,Female,2626,1,Premium,2,2
44,Female,7661,4,Standard,5,2
56,Male,4396,4,Premium,3,2
42,Male,515,3,Premium,1,3
44,Female,5167,3,Premium,2,3
27,Male,4396,2,Standard,4,2
29,Male,1751,5,Basic,1,1
45,Male,6252,3,Basic,4,3
33,Male,1411,3,Premium,5,2
57,Male,5425,3,Standard,1,3
61,Female,1428,5,Premium,1,3
57,Male,2222,3,Standard,2,2
18,Female,6765,3,Standard,5,2
44,Male,3523,3,Standard,4,4
23,Female,3001,3,Premium,3,4
69,Female,4396,1,Basic,5,2
44,Female,4396,5,Premium,5,2
30,Male,1303,5,Basic,4,3
53,Male,1759,3,Standard,5,3
29,Female,4396,5,Standard,1,4
38,Male,4241,3,Standard,1,2
38,Female,4396,3,Standard,2,1
38,Male,4396,4,Standard,5,2
51,Female,6143,3,Standard,2,1
37,Female,4396,4,Standard,1,1
37,Male,488,5,Standard,2,1
44,Male,4396,2,Premium,2,3
29,Female,4396,3,Basic,5,2
51,Female,7648,5,Premium,3,1
45,Male,8379,3,Standard,5,4
66,Female,7004,3,Basic,5,3
19,Male,4396,4,Basic,5,4
57,Female,323,3,Standard,5,3
32,Male,458,2,Standard,5,2
27,Male,4396,3,Standard,4,3
22,Male,4234,1,Premium,3,3
24,Male,6772,5,Basic,2,2
67,Female,2147,1,Standard,1,1
67,Male,4396,2,Standard,4,3
19,Male,4396,3,Standard,3,1
43,Female,1928,1,Premium,1,3
33,Male,1471,4,Basic,2,2
34,Female,7106,3,Standard,5,4
45,Male,2651,3,Standard,3,1
57,Female,4396,4,Premium,2,1
32,Female,8632,1,Basic,5,1
44,Female,4396,1,Standard,2,2
44,Male,2467,1,Standard,3,3
30,Male,435,1,Standard,4,1
32,Female,188,2,Standard,5,2
32,Male,4396,3,Standard,1,3
27,Male,6370,3,Premium,2,3
21,Male,4396,5,Premium,5,3
61,Female,9,3,Basic,3,4
36,Female,8037,1,Basic,1,2
39,Male,4396,3,Standard,5,3
47,Female,2857,3,Basic,2,1
57,Male,7307,4,Standard,1,2
49,Male,4396,1,Standard,3,2
59,Male,6821,3,Basic,5,3
45,Male,2354,4,Standard,2,3
38,Female,2715,2,Premium,4,4
38,Male,1048,1,Standard,3,3
55,Male,5977,4,Standard,5,3
52,Male,260,3,Standard,4,2
44,Female,3423,1,Standard,3,3
19,Male,1371,3,Standard,1,4
55,Female,6765,3,Premium,5,1
32,Male,2429,4,Standard,2,3
52,Male,7942,3,Standard,5,3
25,Male,1608,3,Premium,2,4
33,Female,1199,5,Standard,2,2
63,Female,7099,2,Standard,4,1
44,Male,3076,2,Basic,3,1
35,Male,3996,2,Basic,2,2
45,Male,1414,3,Standard,5,4
51,Male,5779,4,Premium,4,4
61,Female,5788,3,Premium,2,4
25,Male,4396,4,Standard,4,3
18,Female,2289,3,Standard,4,1
28,Female,4396,5,Premium,3,3
37,Female,7832,3,Standard,4,1
60,Male,1644,4,Basic,3,3
44,Female,6473,1,Standard,4,1
55,Female,4016,1,Standard,1,3
63,Male,7605,3,Standard,3,2
67,Male,7087,2,Basic,1,2
19,Female,5371,1,Standard,1,4
41,Female,2420,2,Standard,1,2
19,Male,4396,2,Premium,2,1
44,Female,7882,3,Standard,5,4
32,Female,4966,5,Basic,3,4
44,Female,3646,4,Standard,5,1
25,Female,4396,1,Standard,1,2
44,Male,682,1,Premium,3,1
43,Male,4396,3,Standard,5,1
26,Female,5792,3,Standard,1,3
34,Male,2501,3,Basic,4,2
33,Female,6536,3,Standard,2,1
60,Female,3354,3,Standard,2,1
30,Female,4396,2,Basic,5,4
49,Male,4386,3,Standard,4,1
40,Female,6882,3,Basic,5,3
27,Female,74,3,Premium,1,1
20,Female,7683,2,Basic,1,3
66,Female,4396,2,Standard,2,3
44,Male,8262,4,Standard,5,3
20,Male,318,3,Standard,2,1
21,Female,5232,2,Standard,2,4
64,Female,4396,2,Standard,3,3
38,Female,1805,1,Basic,2,1
31,Female,5260,3,Basic,3,4
65,Male,8671,1,Basic,3,3
32,Female,4396,3,Basic,5,1
23,Female,4396,3,Standard,2,1
49,Male,4396,4,Premium,2,4
22,Female,5093,4,Basic,1,3
59,Male,1374,3,Standard,4,4
66,Male,8027,3,Premium,4,4
28,Male,5502,3,Standard,3,2
32,Female,4396,1,Premium,3,4
64,Female,8705,3,Standard,1,1
53,Female,3086,3,Standard,5,3
58,Male,5546,1,Basic,2,4
32,Male,4051,2,Standard,1,3
19,Male,4396,3,Premium,1,4
20,Female,4396,4,Standard,4,4
31,Male,4396,3,Basic,3,3
44,Female,6179,3,Standard,1,3
67,Male,1974,1,Standard,2,4
53,Male,2799,1,Premium,5,3
69,Female,2051,3,Standard,4,3
44,Female,8371,1,Standard,5,1
25,Male,4126,3,Premium,3,2
25,Male,7946,4,Standard,5,1
44,Male,4396,2,Basic,4,3
43,Female,4941,4,Standard,2,4
38,Female,6182,3,Standard,4,1
44,Male,815,3,Standard,2,1
45,Female,3483,5,Standard,2,3
42,Female,7781,3,Standard,3,4
52,Female,5954,4,Standard,4,4
50,Male,2788,3,Standard,5,4
44,Female,1188,3,Standard,2,1
22,Female,6749,5,Standard,5,1
68,Female,4396,1,Standard,2,3
56,Male,4396,4,Basic,1,3
65,Female,5923,3,Standard,3,3
56,Female,2610,3,Basic,1,4
44,Male,4649,3,Standard,2,3
31,Male,3458,3,Standard,4,2
51,Male,4850,3,Basic,5,1
36,Female,5134,3,Premium,3,2
45,Male,3568,4,Standard,5,2
47,Male,4644,4,Standard,2,3
67,Female,4396,1,Basic,5,1
44,Male,4396,1,Standard,3,3
32,Female,862,3,Standard,1,3
44,Male,5136,2,Basic,3,3
38,Female,3689,3,Premium,4,2
54,Male,4396,3,Standard,2,1
30,Female,7747,4,Basic,4,3
52,Female,5007,3,Standard,5,3
32,Female,6392,3,Basic,2,2
57,Male,4396,3,Basic,3,1
64,Male,986,4,Basic,5,4
33,Female,5212,3,Standard,3,3
36,Female,8518,3,Basic,2,2
33,Male,8339,3,Premium,3,1
18,Female,4024,3,Standard,5,2
46,Female,831,3,Standard,5,2
34,Male,3322,3,Basic,3,1
61,Male,1378,3,Premium,4,3
44,Male,4588,2,Basic,2,3
44,Male,7393,3,Premium,5,4
35,Male,4079,3,Basic,4,4
18,Male,7856,4,Basic,2,3
44,Female,3607,2,Basic,2,3
68,Female,4396,3,Standard,5,1
44,Female,4793,3,Standard,5,3
56,Male,1780,1,Standard,5,3
53,Female,4396,3,Premium,1,3
48,Female,6983,3,Premium,5,2
33,Male,2776,5,Standard,3,3
60,Female,4396,4,Basic,3,4
35,Male,8689,3,Premium,5,1
44,Female,1498,3,Basic,1,2
49,Male,4396,4,Standard,2,3
54,Female,211,3,Standard,5,4
66,Female,983,1,Standard,2,3
67,Female,92,4,Standard,4,1
68,Male,7567,2,Premium,2,3
21,Male,4571,3,Standard,5,4
53,Male,4396,3,Basic,5,1
59,Male,459,3,Standard,3,4
47,Male,4396,5,Basic,1,1
32,Male,1080,2,Premium,4,3
38,Female,1856,5,Standard,1,3
62,Male,4543,4,Basic,2,1
25,Male,3230,1,Standard,5,4
44,Female,5006,5,Standard,4,3
61,Female,4615,3,Basic,3,3
19,Male,4396,5,Standard,4,4
65,Female,4396,5,Premium,4,2
22,Male,3048,5,Standard,4,4
38,Male,4396,2,Standard,4,3
40,Female,5487,5,Standard,4,3
64,Female,2955,1,Standard,2,4
44,Female,1200,1,Standard,3,4
30,Male,472,4,Standard,4,4
28,Female,956,5,Standard,5,3
65,Female,8240,3,Standard,2,3
44,Male,7051,3,Standard,1,3
33,Female,368,4,Standard,1,4
57,Male,8718,5,Standard,4,4
44,Female,43,3,Standard,2,1
24,Male,1014,3,Standard,1,1
63,Female,3154,3,Basic,5,1
64,Male,3088,3,Basic,4,1
36,Female,8534,1,Standard,3,1
44,Female,883,5,Standard,4,3
60,Male,4396,3,Standard,1,3
34,Male,4396,4,Standard,2,4
34,Male,4396,2,Premium,5,1
36,Female,4851,3,Standard,5,1
39,Female,2249,5,Standard,4,4
41,Male,3781,3,Premium,3,3
25,Female,6945,4,Standard,1,1
46,Female,4328,3,Basic,5,3
69,Female,6472,4,Standard,5,3
51,Male,7004,3,Standard,5,4
18,Female,7243,2,Standard,4,4
51,Male,4396,2,Premium,4,1
46,Male,4396,2,Standard,4,3
44,Female,6933,5,Premium,1,2
60,Female,4396,5,Standard,1,1
44,Female,4396,1,Basic,3,3
48,Female,4396,1,Basic,3,4
48,Male,5293,3,Premium,3,2
37,Female,3430,3,Basic,5,4
44,Male,6732,4,Premium,5,4
28,Female,550,3,Basic,3,2
59,Female,8409,3,Standard,5,3
36,Female,4396,4,Standard,2,3
65,Female,205,1,Premium,1,4
44,Female,2503,3,Basic,2,3
41,Male,6967,3,Premium,5,3
18,Female,6091,1,Premium,4,3
65,Female,4396,1,Standard,3,1
44,Male,1811,1,Standard,2,1
24,Male,2892,3,Standard,4,3
18,Female,5330,4,Standard,4,4
62,Male,6914,2,Standard,1,2
61,Male,1556,3,Premium,5,2
46,Female,7013,2,Basic,4,1
43,Female,4396,4,Standard,3,1
21,Female,4396,3,Basic,3,4
63,Female,2277,3,Basic,2,4
44,Male,5203,3,Premium,1,3
37,Male,1088,1,Standard,1,3
44,Female,5658,3,Premium,4,4
26,Female,5244,3,Standard,2,3
32,Male,5205,3,Standard,1,3
26,Female,768,3,Standard,5,4
41,Female,7764,3,Premium,3,3
52,Female,4396,3,Premium,3,1
